SS2_Donor01_CD4T_CD19-CAR_rep1	SS2_Donor01_CD4T_CD19-CAR_rep2	SS2_Donor01_CD8T_CD19-CAR_rep1	SS2_Donor01_CD8T_CD19-CAR_rep2	SS2_Donor01_CD4T_CD19-CAR-CD25_rep1	SS2_Donor01_CD4T_CD19-CAR-CD25_rep2	SS2_Donor01_CD8T_CD19-CAR-CD25_rep1	SS2_Donor01_CD8T_CD19-CAR-CD25_rep2	SS2_Donor02_CD4T_CD19-CAR_rep1	SS2_Donor02_CD4T_CD19-CAR_rep2	SS2_Donor02_CD8T_CD19-CAR_rep1	SS2_Donor02_CD8T_CD19-CAR_rep2	SS2_Donor02_CD4T_CD19-CAR-CD25_rep1	SS2_Donor02_CD4T_CD19-CAR-CD25_rep2	SS2_Donor02_CD8T_CD19-CAR-CD25_rep1	SS2_Donor02_CD8T_CD19-CAR-CD25_rep2	SS2_Donor03_CD4T_CD19-CAR_rep1	SS2_Donor03_CD4T_CD19-CAR_rep2	SS2_Donor03_CD8T_CD19-CAR_rep1	SS2_Donor03_CD8T_CD19-CAR_rep2	SS2_Donor03_CD4T_CD19-CAR-CD25_rep1	SS2_Donor03_CD4T_CD19-CAR-CD25_rep2	SS2_Donor03_CD8T_CD19-CAR-CD25_rep1	SS2_Donor03_CD8T_CD19-CAR-CD25_rep2
IFT140	3.87864	0	1.32198	0	0	1.00082	0.588027	0.795837	0	0	1.02662	3.14152	0	0.480925	1.46727	0.961279	0	0	0	0.574264	0	0.417497	0	1.64807
IFT172	3.80965	3.60449	0.649261	0	5.8133	1.96608	1.15517	1.95426	0	3.04185	2.52093	3.08567	2.46823	6.61333	3.36285	0.472109	0	9.37327	0.827274	2.25639	1.81529	5.33118	1.02967	0.539614
IFT20	46.11941	48.49398	27.3359	21.9877	29.9667	22.142	26.8725	11.44116	16.7916	27.28796	33.40577	27.4921	19.35703	54.6468	33.6637	29.2509	16.184	0	11.691	18.5831	36.7164	43.33041	10.6787	31.93784
IFT27	43.3739	30.8263	7.335919	12.361908	19.60042	25.0384	6.541551	17.67	24.0793	20.1283	14.3117	25.0418	27.938	13.418243	32.528	40.04818	0	0	14.0683	6.30473	15.576094	9.256793	35.1055	21.234
IFT43	13.5648	14.4721	0	4.32754	8.27202	11.7127	4.56944	3.09694	8.75078	33.48979	15.71866	49.2837	0	0	0	14.9122	0	41.1844	9.87753	4.37697	40.0948	19.3641	4.11295	0
IFT46	26.51202	4.14572	7.92232	3.65509	7.77411	9.50557	3.87713	1.31252	2.04828	10.2338	5.09116	13.4984403607	4.97688	0	8.05999	15.8492	70.948	0	8.34719	5.64197	0	26.25735078	13.8696	5.42174
IFT52	19.1336	15.679	6.7342	16.9661	20.042	35.7812	9.99716	21.6602	10.5622	15.8343	26.2584	15.3104	41.0675	31.1222	18.2885	16.3315	0	79.3073	8.61008	13.5739	11.0556	5.66781	25.0375	29.821
IFT57	7.9867	12.3682	5.55914	4.65642	3.97874	11.7929	4.94724	3.34833	10.4659	10.4293	7.78009	4.53521	6.76784	14.5732	9.87493	9.70311	45.9375	0	3.54519	5.78628	27.252	14.0427	3.53135	7.39039
IFT74	1.12884	4.8088500356931	4.84137	12.2022	4.32126	5.51388	1.5357200896962	5.8406700898971	2.27793	3.97705	5.66599	13.21538379	33.22448	22.49254	14.3449	3.76403038533	0	0	4.405670123259	6.26942	10.2265	12.22332	2.7441500528752	8.0387600429789
IFT80	5.51157	9.3875	5.06876	10.6077	10.2124	6.444527949	4.50989	4.06939	0.795276	9.09328	10.5019	1.72166	4.11877	9.83784	5.53322	4.91465	2.0134	1.35532	4.30748	5.86772	2.36389	0	8.71353	6.31836
IFT81	3.13335	1.09797	3.15245	0	9.46705	6.07023	1.40324	0	2.96714	2.86504	0	4.73575	1.30238	3.57458	5.83483	3.43954	1.25274	0	0	1.36491	1.14568	2.19364	0	0
IFT88	11.0485	3.13681	1.22158	3.0704	2.18531	5.12704	2.17442	1.47172	1.14987	0.955147	5.70037	8.30741	3.7186	3.28523	8.60987	5.33065	0	39.81540390934	0.77921	3.17746	0	9.25689	7.76236	0.9371
IGBP1	124.892	85.5302	86.1618	91.4047	93.121	67.1247	76.7475	60.169	49.0768	55.0945	88.4177	75.784	74.3254	52.9481	83.9707	72.5853	61.2953	65.5445	75.3783	66.5911	82.965	54.3877	110.202	101.421
IGBP1P1	0	18.0937	0	0	0	0	0	0	0	0	6.67256	0	0	12.4224	0	0	0	13.571	0	0	0	0	0	14.8089
IGDCC3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IGDCC4	0	0	0.533497	0	0	0	0	0	0	0	0	0	0	0	0.394722	0	0	0	0	0	0	0.336986	0	0
IGF1	1.6228900875252	1.3402700662771	2.969330764749	0	1.796650295317	0.7373880525847	0.889150264201	0.871424120815	1.899090181979	0.8044800570633	0	1.0252300773759	1.975010131868	0.3660140585681	0.7306910416867	0.713305348921	0.5817410518534	0	0.3132090491852	0	1.027420265548	0.6865040126401	6.97719015456	0.8285280425256
IGF1R	0.990334	1.05394	0	0	0.545028	0	0.27052	0	0	0	0	0	0	0.221165	0	0	0	11.7072	0	0	0.849244	0	1.20475	0.758571
IGF2	0	0	0	0	0	0.546496	0.64215	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.572475	0
IGF2-AS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IGF2BP1	0	0	0	0	0	0	0	0	0	0	0	0.279317	0	0	0	0	0	0	0	0.357988	0.287479	0.780159	0	0
IGF2BP2	0	0	0	0	1.7894	0	0	0	1.88246	0	0	1.36735	3.04262	0.727944	2.21999	0	2.38322	0	0	0	0	0	0	0
IGF2BP3	0	0	0.845005	0	0	0.639914	0	0	0	0	0	0.574031	0	0	1.25064	0	0	0	0	0	0	1.06737	0	0.702216
IGF2R	12.2958	9.83821	7.9287	8.20862	20.293	9.99947	6.71612	7.49819	8.17574	16.0834	15.5281	10.5017	5.88444	9.6622	10.6482	4.66674	15.5929	21.7987	5.30655	7.55218	9.49007	7.15502	7.47868	16.3201
IGFALS	0	0	1.78710372942	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IGFBP1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IGFBP2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IGFBP3	0	0	0	0	0	0	0	0	0	0	1.07444758	0	0	0	0	0	0	0	0.881160532	0	0	0	0	2.29440909
IGFBP4	35.2696	36.4222	4.90078	9.58973	8.76076	14.8647	4.36314	1.96903	9.22528	7.67123	3.81568	12.2348	21.1487	29.7677	4.83794	13.071	0	13.1114	1.04295	7.07146	28.6622	46.4142	3.89743	0
IGFBP5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IGFBP6	0	0	0	0	0	0	0	0	0	0	10.0152	0	0	0	12.6303	18.5997	0	0	0	0	0	0	0	0
IGFBP7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.18897
IGFBPL1	6.66321	8.01444	4.97424	7.443	5.34128	7.67154	6.23124	6.61238	5.86775	4.10631	9.35158	5.52778	6.906	7.34072	9.60882	8.10635	10.4167	12.8235	6.38953	4.69659	4.70379	2.86481	4.96327	6.71025
IGFL1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.65184	0	0	0	0	0
IGFL2	0	0	0	0	21.8973	17.7126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IGFL3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IGFL4	0	6.06261	0	0	14.9529	6.49071	0	0	0	0	0	0	0	0	0	0	6.75114	0	0	0	6.11071	0	6.86395	0
IGFLR1	134.587	120.315	49.4743	49.979	105.818	77.7465	49.9849	63.7287	105.506	31.0984	87.6999	92.5153	105.78	127.809	53.7795	79.2177	102.336	95.4147	38.0399	48.2547	135.186	81.1643	144.98	123.156
IGFN1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.229177	0.721544
IGHMBP2	11.626	10.52	8.01765	8.20392	15.946	6.07215	5.54859	5.36434	11.7407	16.7043	17.3059	5.44728	5.42077	4.53909	5.27412	3.23917	0	31.4436	6.2463	2.31997	15.5827	12.9405	14.1382	4.44176
IGIP	1.63177	2.60612	0	1.04631	2.23385	3.78524	1.11143	0.752262	0	0	0	2.54789	5.70232	0	1.84869	3.6329	0	0	1.5932	1.08262	0	0	2.97592	0
IGJ	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IGLL1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IGLL3P	0	0	0	0	0	0	0	0	6.33405	0	0	0	0	0	0	4.90815	0	0	0	0	0	0	0	0
IGLL5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IGLON5	0	0	0	0	0	0	0	0	1.08344	0	0	0	0.87583	0	0	0	0	0	0	0	0	0	0	0
IGSF1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IGSF10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.593246	0	0	0	0	0	0	0	0	0
IGSF11	2.35646	2.76296	2.25404	1.88604	0	1.52369	1.00824	0.674778	1.87134	3.1364	0.786943	0	0.8551	0	0	0	0.920711	3.18962	1.27449	0	2.15244	1.91215	3.47517	3.37265
IGSF11-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IGSF21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IGSF22	0	0	0	0	0	0	0	0	0	0	0	0	0.615597	0	0	0	0	0	0	0	0	0	0	0
IGSF23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IGSF3	0	0	0	0	0	0	0	0	0	1.123211008	0	0	0	0	0	0	0	0	0	0	0	0.6059881795	0	0
IGSF5	1.16549	1.24128	0	0	0	0	1.58534	1.07322	1.67574	0	0	0	0	0	1.31836	0	0	0	1.13709	0	0	1.12411	2.83316	1.47877
IGSF6	5.11185	2.7251	0	0	0	0	0	0	0	0	0	5.31155	0	5.67307	2.87334	2.82119	3.08424	0	0	0	0	0	0	0
IGSF8	15.2154	15.0465	29.898	12.5373	14.8455	28.9699	8.87287	17.018	31.2667	23.4013	38.7998	57.6811	24.0344	35.1117	33.2045	53.1615	0	0	10.6051	10.0652	23.334731	33.559	36.9893	28.9723
IGSF9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.56159097564	0	0	0	0	0
IGSF9B	1.2298	2.29058	1.41562	1.57867	1.69054	2.85699	0.839446	1.13603	2.66553	0.738892	0.366263	0.32903	2.86937	13.3851	2.13513	1.7155	2.24875	1.51366	1.50255	0	0.988777	5.06716	3.73979	1.5689
IHH	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IK	144.078	142.302	84.174	91.5045	143.561	150.935	120.952	86.497	114.145	115.364	126.699	129.053	125.346	142.302	143.08	106.465	107.972	227.29	119.766	110.856	213.721	119.566	124.125	102.331
IKBIP	8.34675	7.45909	4.38627	2.18025	6.76496	3.07315	9.25391	8.04322	2.43607	10.95645	12.33998	2.02932	5.90721	10.87808	12.22699	6.69775	11.5017	17.2736	3.31857	2.25022	2.73823	13.3057	4.65502	3.30866
IKBKAP	18.1027	11.4035	6.80192	7.11284	3.04557	6.43582	7.05908	4.09434	6.93729	14.6032	11.442	11.5425	7.32549	11.1332	10.4848	6.18232	0	0	9.02637	7.88197	24.1602	11.0991	7.63912	12.2492
IKBKB	29.227143406205	25.623000243303	27.2272135708	16.1760343786	28.540299417	31.2624516	21.8814139696	16.923800508582	20.2995374398	42.34799	32.75777405853	31.716	29.4041934761868	23.653700827881	20.9820432581832	23.460513140023	30.8375543905875	6.93506	26.3117299	19.8237102	35.06283386996	39.09871284268	30.664607620892	24.3705890369
IKBKE	77.2788	60.6878	56.1266	51.35926	63.0176	62.625378	37.2318104616	36.87510160751	144.6807	131.5940136404	80.9107	76.2945	66.7671	120.064500024388	80.0646570125322	76.3067	27.7102	8.47756	47.133	37.1885	60.0089	84.5921	75.8728	69.5319
IKBKG	26.763500360529	22.307500270297	16.9572	17.89530110573	41.3009020875	24.269300206975	17.41110157725	20.358800804057	8.365450228686	30.618900313157	27.671400869688	27.311750301347	18.957000336387	27.217400651129	23.692900162271	26.23384	22.608100561187	25.933052261	17.029270254437	14.6676	39.94700200486	44.893200156314	26.9813014	21.7562
IKZF1	78.318081791	64.7100105752	43.5332707139949	42.1081598889775	58.30205607007	54.838140119237	46.1433902216621	42.4555604366625	60.5292953801	51.3852642952	45.123048084182	54.0295001115056	46.68927	70.558488073032	50.2682000402425	56.502250946562	38.172611404886	121.766796214301	54.822958372095	40.1569993431	53.271205	46.465282739111	47.8829364657392	58.1962790327
IKZF2	4.74154	1.261549458	0.363999384	0.913108648	0.652161619	1.101737385	0.97123118	0.217434	40.0197	26.92197	5.93147927	4.93867198	1.93639872	0.794086039	2.42358672	4.99125	0	0	0.463516647	1.26631102	0.762398748	2.989202735	1.14503	0.907749
IKZF3	57.1199187876557	65.1971247013339	53.8895248795638	63.5609955851304	45.9809284048115	47.8112374872138	60.2773496459712	61.5717515731019	29.6664452688677	53.27191463238	97.614239587637	102.783347428719	46.9861688013163	53.8676795326108	86.0858080890493	90.0444099157124	57.082609806032	54.3053618045317	64.518281592346	60.0089756350285	56.352514591562	52.8150221702	78.170968762079	84.5356091496948
IKZF4	6.67972	6.24253	2.55225	0	1.16176	3.39209	1.70286	1.1587	3.61742	4.55841	0.497536	2.17196	0	5.15291	0.949212	0.467333	0	0	2.03246	2.77195	0.451728	3.22415	1.52251	4.79524
IKZF5	8.543809166	3.83922	6.118295	5.95016	15.5554	3.58869	3.51381	6.030992994	12.960084	6.018433391	6.36228	7.326625071	2.32197	6.32325	8.18311	3.44633	0	0	4.53039	3.42963	1.6573	12.166699384842	3.640838	5.90787
IL10	15.6751	12.572	0	5.54094	12.3131	14.7211	3.13686	0	3.25906	2.08036	4.01364	3.43479	3.98328	2.2452	13.5216	16.8319	12.2518	0	0	5.03133	0	8.58987	9.42301	2.76683
IL10RA	191.1613	174.2667	194.3857	182.4489	188.5975	184.8894	163.4621	191.9919	282.3903	244.335	330.5901	333.6277	181.3828	180.47500335789	319.313	252.9855	233.698	160.006	195.3584	212.9882	148.2891	210.5702	291.0241	237.738
IL10RB	70.9305	68.7302	48.4328	52.3604	124.199	93.5412	51.6353	49.54	50.9943	81.3176	41.7172	81.2525	104.673	69.0771	93.9662	71.3339	78.522	121.607	56.345	70.1173	57.4515	71.4634	63.3952	118.93
IL11	3.73748	5.48429	3.56211	3.35786	7.76475	5.55666	4.36535	3.35921	3.56451	12.5341	8.58101	4.10973	3.52503	7.30267	3.09692	2.64004	5.66532	2.82992	6.72697	1.63276	1.63818	2.29758	2.98863	3.2481
IL11RA	5.71068	12.1666	6.53378	5.48619	31.1165	19.8356	9.69911	11.8204	10.248	37.5483	13.5853	19.3074	6.64015	1.58906	4.83913	11.0916	43.289	0	9.74472	7.52746	15.3195	31.6208	15.6134	5.42524
IL12A	0	3.71598	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IL12B	3.04154	3.23895	0	2.59937	0	5.87621	1.37995	0.934101	2.91797	6.06474	2.41323	1.05515	3.54088	2.25934	3.4428	0	6.15977	2.4881	0.989462	1.47891	3.26254	5.87242	3.6973	2.5752
IL12RB1	129.0066	125.4402	77.5729	85.0658	128.1577	87.3974	76.1362	71.3703	127.3869	129.639	61.2011	104.5649	46.5529	52.10332	87.4882	84.9047	218.0632	50.4196	55.4833	77.3439	118.0465	88.3736	96.6011	118.63
IL12RB2	10.2378000376301	6.08137600902995	1.0987580437708	1.6915940542272	1.6853580415353	4.71578	0	1.6857320830393	22.9839574488211	42.77119	0	0.619974	3.45902	14.0934	0	0	11.695117009635	3.07554	1.189676027049	0	0	0	0.74029190962918	0
IL13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.50836	0	0	0	0	0	0	0	0	0
IL13RA1	3.79844	4.49844	1.88126	2.33876	3.47865	3.74723	0.855069	1.58496	1.57686	5.01243	2.37513	1.51599	2.54172	3.47538	2.86246	3.31403	1.9029	0	1.15019	0	5.41579	3.44042	0.944237	0.910116
IL13RA2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IL15	5.53366	3.32478	0	4.48506	5.22826	4.82584	3.0252	3.85685	5.2033	4.79743	2.87127	2.37978	6.41594	1.15264	0	3.58526	11.3427	2.7681	2.09498	2.71715	1.22761	3.4904	4.98508	3.90592
IL15RA	12.84553	18.95489	11.4372	8.2421	16.3375	0	8.73916	4.84497	39.9858	25.10233	7.13629	14.12560428	3.74017953	21.701	14.5331418	3.56878	3.29451	3.93895096	12.19082	6.3507553	0	15.4792793	31.2812	16.44458
IL16	80.88317	82.03342	70.75081	70.19536	66.44195	70.43717	53.41253	67.01094	62.43814	51.71627	56.34134	50.374224	68.07768	49.83025	71.83792	51.09579	36.2447	48.4892	47.27479	63.56937	45.91871	47.917	63.04864	57.44201
IL17A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IL17B	0	4.60284	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.4493	5.36276
IL17C	0	0	3.87103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.42184
IL17D	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IL17F	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IL17RA	9.83848	16.707	3.37828	3.1764	12.0265	6.98043	5.16116	4.67853	8.60662	4.29122	5.73734	6.2079	10.7235	6.85775	2.79692	5.16718	4.54953	6.23734	5.01308	4.81517	13.2828	10.876	8.84242	4.70398
IL17RB	0	0	0	0	0	0	0	0	0	0	0	0	0	2.63258	1.33677	0	0	0	1.15301	0	0	0	0	1.49937
IL17RC	3.055201	0	1.556948	1.3054661	0	0	0	0	4.3972	0	1.2119636	0	0	4.538804	4.610926	0	0	19.99298	0.9938701	0	0	0	1.23816	3.88065
IL17RD	4.79101	2.08128	0.865215	2.52628	4.29371	2.94881	1.56005	1.61622	1.85059	3.26291	1.00689	0.647174	1.74109	2.54688	1.57099	0.626494	3.81924	3.04758	2.23992	3.5556	2.17096	1.86717	3.00697	1.69255
IL17RE	0	0	0	0	0	1.009740354	0	0	0	0	0	0	2.0281821	0	0.986218753	0	12.70459529	0	0	0	0	0	0	0
IL17REL	0	0	0	0	1.74138	0	0	0	1.83187	1.52068	0	0	1.48035	0	0	0	0	0	0	0	0	0	0	0
IL18	16.3666482546	0	9.586415056	0	17.974949537	2.6683104526	0.24177187266	4.2863982968	11.7832	3.9161948891	9.401156752	17.5777686752	12.4927466173	12.8073918533	11.0094378915	3.3155582231	9.2182844884	6.1439922529	0	4.17303284	8.05945	11.2345171649	6.5977751522	11.849639472
IL18BP	5.6207	8.21525	3.90245	4.55489	19.334	9.73452	0	8.60372	3.17045	12.282378	9.17046	5.84442	0	5.61395	17.64194	3.9425	2.2678	0	2.5037	3.35122	62.36787	17.0971	12.0568	7.09964
IL18R1	6.56804	16.0825	1.00615	0	10.8037	13.7187	1.79065	0.605941	17.0484	20.444	0	0	7.65437	22.7082	5.2125	2.92683	47.9637	0	1.28299	0	0.704314	13.9793	0	7.52441
IL18RAP	7.94708	12.2229	4.05303	3.39674	4.83262	2.04793	0	7.32554	12.7166	4.22669	3.15326	1.83821	13.3688	16.7318	11.001	10.8088	24.6929	0	0.862013	1.17083	0	0	3.22055	1.12237
IL19	0	0	0	0	0	0	0	0	0	0	6.15691	0	0	0	1.50482	0	1.6154	0	0	0	0	0	0	0
IL1A	0	0	1.22291	0	0	0	1.0884	0	0	9.56191	0	0	0	1.78138	0	0	0	0	0	0	0	0	0.971357	0
IL1B	1.67058	0	0	0	4.54243	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IL1F10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IL1R1	1.46342	0.495984	0	1.84146	0	0	0.643816	0.428452	0.670356	0.555787	0.574703	0	0.605604	1.03632	1.11177	0.534481	2.3185	2.41128	0.45861	0	3.01109	0.907699	1.77246	1.77455
IL1R2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IL1RAP	6.89025	1.281569	5.8879100246579	0.6230480123671	6.27144	2.8184124831878	2.2988080192625	1.10786	11.55909	6.97732	2.313050089155	1.25205	7.00024	13.5216	4.172524	3.7565600560997	0	0	5.12159	3.621456066312	3.6440000888515	14.4480031889	5.84983	10.68445
IL1RAPL1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IL1RAPL2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IL1RL1	0.943915	1.00512	1.44372	1.2102	2.5817	0	1.28514	2.60969	4.0767	2.25886	0	2.94732	1.09911	1.05194	2.13756	0	0	0	0	0	1.01244	2.73483	3.4425	1.19932
IL1RL2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IL1RN	0	0	0	0	3.8350193	0	0	0	4.0415658	5.02224	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IL2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IL20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IL20RA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IL20RB	0	0	0	3.01938	0	2.72984	0	1.08472	0	5.63581	1.4017	1.22581	0	3.93617	0	0	0	0	0	0	0	0	1.4318	0
IL21	0	5.44078	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IL21R	24.10464	30.54230647	18.0071124	18.96276	42.62212	28.33099	18.26513	13.85925	27.42736	35.8821	26.2567000072593	38.650036	30.7045	23.92239	20.4459	28.19753	7.31765	18.7479	13.066936	15.43474984	30.16740799	39.47888	43.572	30.56871
IL21R-AS1	14.5134	13.6752	0	6.91776	0	3.31907	3.93835	8.97568	12.5555	17.3921	11.6873	21.4342	5.77265	10.1758	16.6768	12.3718	9.95176	14.3526	10.6289	14.7477	18.1395	25.519	22.6989	16.4346
IL22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IL22RA1	0	0	0	0	0	0	0	0	0	0	0.939458	0	0	0	0	0	0	0	0	0	0	0	0	0
IL22RA2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IL23A	10.2476	16.3889	0	0	13.8327	11.8261	3.46441	0	7.3081	12.2252	6.08512	0	0	0	2.87999	2.82771	0	0	0	3.33596	2.75169	7.35126	9.32961	6.44402
IL23R	4.65486	3.78155	0	1.13334	2.28199	5.79573	2.31592	0.839811	9.91932	7.31316	1.04576	3.99766	4.21789	11.7564	0	1.26066	1.12801	0	0.891704	2.25349	3.34189	2.08876	2.51312	0
IL24	1.59479	3.56598	0	0	0	2.02123	0	3.22034	0	0	0	0	0	0	0	1.359539	0	0	0	0	4.406682	0	2.40596	0
IL25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IL26	0	0	0	3.25552	0	2.93945	3.44447	0	0	0	0	2.64653	0	14.1335	0	0	0	0	2.47763	0	0	2.43638	0	0
IL27	2.55593	0	0	0	0	0	0	0	0	3.0492	0	0	2.96212	0	0	0	0	0	0	0	0	0	0	0
IL27RA	143.51	163.18	67.9713	56.7953	167.261	169.5	34.9858	61.4605	141.814	201.416	126.706	147.532	120.008	122.438	78.0563	118.295	10.7707	69.6072	66.5894	52.8564	164.373	97.5666	91.6834	93.4562
IL2RA	30.9191	14.2766	1.38537	2.12557	20.3051	6.06092	3.23058	2.24176	223.725	191.482	3.22331	1.78145	44.9103	49.028	1.03983	2.2636	1.97638	2.27569	0	0.983273	19.4309	20.2818	0	1.90924
IL2RB	62.467	58.6394	50.4803	54.6461	35.8332	41.5255	60.4034	66.5579	75.3783	120.354	91.2965	101.702	90.6914	86.1554	112.071	115.192	69.1447	82.3842	56.0301	64.9802	77.332	92.3477	152.623	168.521
IL2RG	904.011	848.816	711.101	728.658	539.557	752.571	730.632	865.407	1035.21	1185.25	889.383	914.872	1071.32	1081.66	668.089	953.679	721.109	851.651	835.159	774.17	888.189	1018.08	1131.89	1057.27
IL3	0	0	0	0	0	3.42606	4.01245	2.71858	4.22943	0	0	0	6.8809	0	0	0	0	0	0	0	0	5.67202	0	0
IL31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.95744	0	0	0	0
IL31RA	2.32985	0	1.18345	1.02351	0	0	0	0.729185	1.17783	1.02774	1.01705	3.91536	1.65766	0	0.910767	0	1.96135	0	0	0	0	1.96723	0	1.06498
IL32	3206.09008	3172.0901	3753.32712	3392.4421	2620.8937	2731.48746	4357.4248	3702.7134	6292.2909	6234.08085	3582.43698342	3545.58166	4804.676	4708.3638185981	3538.5157	3724.4307	2751.3335	2399.405	3882.575	3853.1033	2530.34231	2705.61037	2775.0025	2705.31
IL33	0	0	0	0	0	0	0	0	0	0	0	0	0	1.13967	0	0	0	0	0	0	0	0	0	0
IL34	0	0	0	0	0	0	1.88961	0	0	1.66241	0	1.44657	1.61699	0	0	0	0	0	0	0	0	5.35727	1.68971	1.76174
IL36A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IL36B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IL36G	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IL36RN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IL37	0	0	0	0	0	0	0	0	0	0	0	0	0	5.20789	0	0	0	0	0	0	5.0804	0	0	11.7118
IL3RA	1.6991	1.81035	2.5882	0	0	0	2.30599	3.12302	2.43546	8.12084	6.06078	0	5.92221	3.77968	1.91739	3.76653	0	24.9449	0	0	1.82362	8.16771	6.19242	0
IL4	0	0	0	0	0	0	0	0	0	0	0	0	0	12.5821	0	0	0	0	0	0	0	0	0	0
IL4I1	1.36195	1.09179	0	0	22.275	11.0403	0	0	5.868	0	0	0	19.0072	0	0	1.1401	0	0	1.0005556659	0	0	9.18435	1.65507	0
IL4R	21.8702	12.60859	14.3706	11.856704830389	16.80584	17.4156	6.81988	3.31356	23.12704	37.5602	17.1256849	23.88833	11.55145	24.6474	11.60613	15.9002	9.88173	26.1311	7.9399	9.51539	41.25681	23.4732	18.6773	8.28397
IL5	0	0	0	0	0	0	0	0	0	4.14749	0	0	0	0	0	0	0	0	0	0	0	0	0	0
